datetime,02t,03t,11t,12t,50t,52t,53t,54t,59t,61t,bkp100t,bkp101t,bkp102t,bkp103t,bkp104t,bkp105t,bkp112t,bkp114t,bkp116t,bkp117t,bkp118t,bkp119t,bkp121t,bkp120t,bkp122t,bkp123t,bkp124t,bkp126t,bkp125t,bkp128t,bkp127t,bkp129t,bkp130t,bkp131t,bkp133t,bkp56t,bkp57t,bkp58t,bkp59t,bkp60t,bkp62t,bkp61t,bkp64t,bkp66t,bkp67t,bkp69t,bkp70t,bkp65t,bkp71t,bkp72t,bkp74t,bkp73t,bkp80t,bkp79t,bkp81t,bkp78t,bkp77t,bkp82t,bkp76t,bkp75t,o26,14t,18t,17t,08t,22t,13t,20t,81t,o10,bkp98t,bkp97t,bkp99t,bkp95t,bkp93t,27t,16t,bkp96t,bkp92t,bkp91t,bkp89t,bkp87t,bkp85t,19t,o63,bkp90t,bkp88t,bkp86t,bkp94t,bkp84t,bkp83t,bkp63t
2025-01-19 01:00:00,0.4353671147880042,0.38188976377952755,0.44673123486682814,0.4150246305418719,0.4179456906729634,0.42414860681114563,0.41628959276018096,0.33658008658008653,0.43867243867243866,0.37888198757763975,0.34962089300758215,0.5203735144312394,0.4295532646048109,0.33932346723044393,0.4806629834254144,0.3952673093777389,0.42507345739471103,0.3969010727056019,0.465909090909091,0.5854166666666666,0.6544117647058824,0.4279379157427937,0.4652908067542214,0.45564892623716147,0.4060606060606061,0.3935698447893569,0.5760743321718932,0.5084745762711864,0.556710775047259,0.5631868131868133,0.4449458483754512,0.5724482512491078,0.44944944944944953,0.3970452446906741,0.525219298245614,0.361328125,0.4531746031746031,0.43351548269581064,0.25760649087221094,0.37572815533980586,0.49999999999999994,0.4791029561671763,0.36347673397717295,0.49080459770114937,0.33099297893681046,0.4055343511450381,0.425925925925926,0.3743257820927724,0.5231316725978647,0.3942598187311178,0.5038461538461538,0.29769230769230776,0.5683251576734409,0.581831831831832,0.40462789243277053,0.6113427856547122,0.5121951219512194,0.481335952848723,0.45036572622779514,0.5804878048780489,0.5275657336726038,0.412287793047696,0.5931707317073172,0.4357541899441341,0.342230695900858,0.46104928457869643,0.452991452991453,0.4651669085631349,0.5539000876424189,0.5587878787878787,0.34717607973421927,0.39873417721518983,0.5299625468164795,0.3547267996530789,0.4799107142857143,0.463200540175557,0.4520048602673147,0.5022542831379623,0.5347091932457786,0.38938938938938944,0.41931034482758617,0.3998390989541432,0.4767827529021558,0.49537037037037046,0.5029308323563892,0.43571428571428567,0.45394190871369305,0.5101679929266137,0.3514492753623189,0.4430970149253731,0.443298969072165,0.4054600606673407
2025-01-19 02:00:00,0.485005170630817,0.4301181102362205,0.4588377723970945,0.4630541871921182,0.4639905548996458,0.4881320949432406,0.4796380090497737,0.446969696969697,0.4458874458874459,0.45714285714285713,0.43049705139005895,0.5891341256366722,0.46907216494845355,0.41120507399577155,0.4806629834254144,0.4171779141104295,0.44368266405484813,0.5148986889153754,0.5340909090909092,0.5395833333333332,0.5009191176470588,0.42239467849223944,0.4662288930581614,0.4957983193277311,0.4808080808080808,0.5,0.6027874564459931,0.5463609172482553,0.6058601134215501,0.4468864468864469,0.42418772563176893,0.47466095645967177,0.5135135135135136,0.4404432132963989,0.4989035087719298,0.4404296875,0.46190476190476193,0.44171220400728606,0.4137931034482758,0.4592233009708737,0.4909819639278557,0.47094801223241595,0.3467954345917472,0.4517241379310345,0.3600802407221665,0.46278625954198466,0.4912280701754386,0.4746494066882416,0.447508896797153,0.39350453172205435,0.528846153846154,0.23230769230769233,0.5648213034337772,0.35210210210210213,0.48843026891807373,0.5045871559633026,0.5137195121951218,0.4999999999999999,0.47126436781609193,0.578048780487805,0.5267175572519085,0.38641875505254647,0.5180487804878049,0.3150837988826816,0.3822688274547188,0.4642289348171702,0.4433760683760684,0.5616835994194485,0.572304995617879,0.5418181818181818,0.3862126245847176,0.46292947558770337,0.5000000000000001,0.37294015611448394,0.5256696428571429,0.574611748818366,0.48116646415552855,0.5798016230838595,0.5347091932457786,0.37837837837837845,0.40413793103448276,0.4690265486725663,0.4908789386401326,0.3819444444444444,0.5134818288393904,0.45803571428571427,0.4224066390041495,0.5004420866489832,0.38134057971014496,0.46641791044776115,0.4536082474226804,0.45702730030333666
2025-01-19 03:00:00,0.46018614270941066,0.4448818897637795,0.43583535108958843,0.4347290640394088,0.47933884297520657,0.4396284829721363,0.49321266968325794,0.3571428571428571,0.4963924963924964,0.42608695652173906,0.45829823083403537,0.3879456706281833,0.44243986254295525,0.3911205073995771,0.5119705340699817,0.4329535495179667,0.4133202742409402,0.5637663885578069,0.5000000000000001,0.4322916666666667,0.5248161764705882,0.41130820399113077,0.4268292682926829,0.5322128851540616,0.41414141414141414,0.4567627494456763,0.6445993031358885,0.5214356929212363,0.5671077504725899,0.41300366300366304,0.46750902527075805,0.34760885082084225,0.6086086086086087,0.44228993536472766,0.5361842105263157,0.4697265625,0.48888888888888893,0.4781420765027323,0.4523326572008114,0.4825242718446602,0.4909819639278557,0.38022426095820594,0.37928007023705,0.4379310344827586,0.38014042126379133,0.46087786259541974,0.41423001949317745,0.4002157497303129,0.50355871886121,0.3406344410876133,0.55,0.4523076923076923,0.4695164681149265,0.3513513513513513,0.4052532833020638,0.40867389491242706,0.3871951219512194,0.43123772102161095,0.45245559038662486,0.556910569105691,0.5810008481764206,0.4033953112368634,0.47707317073170735,0.29720670391061454,0.4737845567206864,0.49682034976152634,0.48504273504273504,0.4375907111756169,0.726555652936021,0.45212121212121215,0.4277408637873754,0.4773960216998191,0.42696629213483145,0.4128360797918473,0.5379464285714286,0.5887913571910872,0.44957472660996367,0.5392245266005412,0.4690431519699813,0.35635635635635643,0.3875862068965517,0.4827031375703942,0.5406301824212272,0.3194444444444445,0.42321219226260254,0.4741071428571428,0.4630705394190872,0.6312997347480107,0.4257246376811595,0.5,0.422680412371134,0.47927199191102116
2025-01-19 04:00:00,0.4322647362978284,0.4173228346456692,0.364406779661017,0.4014778325123153,0.40023612750885484,0.4303405572755419,0.3665158371040723,0.288961038961039,0.5584415584415585,0.3664596273291925,0.3689974726200505,0.37096774193548376,0.38659793814432986,0.4619450317124735,0.5672191528545121,0.42243645924627526,0.3898139079333986,0.5494636471990465,0.5227272727272728,0.39999999999999997,0.43290441176470595,0.3802660753880266,0.45872420262664165,0.5238095238095238,0.37575757575757585,0.409090909090909,0.6678281068524972,0.5523429710867398,0.45935727788279773,0.5091575091575092,0.48555956678700357,0.3190578158458245,0.48948948948948956,0.38319482917820874,0.49122807017543846,0.4853515625,0.4746031746031746,0.4845173041894354,0.372210953346856,0.4184466019417476,0.38176352705410826,0.3200815494393476,0.3388937664618087,0.4517241379310345,0.3430290872617854,0.45706106870229,0.3908382066276804,0.3538295577130529,0.43861209964412806,0.36631419939577037,0.539423076923077,0.4238461538461539,0.35459004905395936,0.3280780780780781,0.3952470293933709,0.3669724770642202,0.3826219512195121,0.35461689587426326,0.4263322884012539,0.5390243902439025,0.6132315521628497,0.4793856103476152,0.4556097560975609,0.3497206703910614,0.43469971401334606,0.453100158982512,0.5427350427350427,0.5849056603773585,0.7370727432077125,0.42181818181818187,0.43770764119601335,0.445750452079566,0.42228464419475653,0.3703382480485689,0.4453125,0.6259284267386902,0.5297691373025516,0.5293056807935078,0.38742964352720455,0.3653653653653654,0.493103448275862,0.4537409493161706,0.6053067993366499,0.3530092592592593,0.3985932004689332,0.4633928571428571,0.47219917012448137,0.5853227232537578,0.375,0.5130597014925373,0.3814432989690722,0.4711830131445905
2025-01-19 05:00:00,0.48914167528438485,0.4665354330708661,0.3716707021791768,0.41871921182266003,0.3919716646989374,0.4643962848297214,0.3619909502262443,0.2987012987012987,0.5873015873015873,0.37888198757763975,0.3875315922493682,0.333616298811545,0.39089347079037795,0.5264270613107821,0.6077348066298344,0.5740578439964943,0.42213516160626835,0.5172824791418356,0.5386363636363637,0.46145833333333325,0.556985294117647,0.539911308203991,0.4287054409005629,0.580765639589169,0.5282828282828284,0.4368070953436807,0.6829268292682927,0.5742771684945165,0.5302457466918715,0.6153846153846154,0.4783393501805054,0.32619557458957893,0.4724724724724725,0.4699907663896584,0.5997807017543859,0.3857421875,0.45079365079365075,0.44899817850637525,0.345841784989858,0.3951456310679612,0.4408817635270541,0.4831804281345566,0.34591747146619845,0.4011494252873563,0.33099297893681046,0.4513358778625953,0.4580896686159845,0.3419633225458468,0.48131672597864766,0.4350453172205438,0.4365384615384616,0.2023076923076923,0.3819201121233357,0.3138138138138138,0.350844277673546,0.41284403669724773,0.37271341463414626,0.44302554027504903,0.5182863113897597,0.4926829268292684,0.7540288379983036,0.50767987065481,0.424390243902439,0.4033519553072626,0.36129647283126787,0.39745627980922105,0.48824786324786323,0.5268505079825834,0.48115687992988615,0.4824242424242424,0.36544850498338866,0.3933092224231464,0.5215355805243447,0.3547267996530789,0.4743303571428571,0.5631330182309251,0.5771567436208992,0.47880973850315606,0.4840525328330207,0.39639639639639646,0.5758620689655173,0.5148833467417538,0.7247097844112769,0.43865740740740744,0.4912075029308324,0.6178571428571429,0.4962655601659752,0.5932802829354553,0.35960144927536236,0.6651119402985074,0.3402061855670103,0.39433771486349845
2025-01-19 06:00:00,0.5925542916235782,0.4970472440944882,0.44430992736077485,0.4716748768472906,0.5218417945690673,0.5758513931888546,0.423076923076923,0.34523809523809523,0.5815295815295816,0.42608695652173906,0.3934288121314237,0.43718166383701174,0.5721649484536082,0.42283298097251576,0.7007366482504606,0.6056091148115688,0.5514201762977472,0.5077473182359953,0.565909090909091,0.5499999999999999,0.49264705882352944,0.5376940133037693,0.5000000000000001,0.5359477124183007,0.45252525252525255,0.516629711751663,0.7096399535423926,0.6630109670987039,0.45463137996219277,0.5979853479853481,0.41516245487364617,0.35760171306209854,0.4204204204204205,0.5207756232686981,0.6107456140350876,0.4208984375,0.5261904761904762,0.4726775956284154,0.4066937119675456,0.5106796116504855,0.46092184368737477,0.35983690112130484,0.3625987708516243,0.4172413793103448,0.4473420260782347,0.4036259541984732,0.51364522417154,0.46278317152103554,0.5854092526690391,0.5241691842900302,0.46057692307692316,0.3607692307692308,0.3672039243167484,0.34759759759759756,0.43151969981238275,0.48790658882402,0.4138719512195121,0.5235756385068762,0.46081504702194354,0.6463414634146342,0.8532654792196777,0.4688763136620857,0.5609756097560976,0.4569832402234637,0.4089609151572927,0.40699523052464237,0.43269230769230765,0.4637155297532656,0.42506573181419804,0.5393939393939393,0.3629568106312293,0.35533453887884264,0.500936329588015,0.3720728534258456,0.5714285714285714,0.6556380823767725,0.5722964763061968,0.504057709648332,0.5150093808630394,0.44344344344344355,0.5772413793103449,0.505229283990346,0.62106135986733,0.4849537037037037,0.5427901524032825,0.6499999999999999,0.5145228215767637,0.5862068965517242,0.5579710144927535,0.7248134328358209,0.3917525773195876,0.46511627906976744
2025-01-19 07:00:00,0.6421923474663911,0.5964566929133858,0.4721549636803875,0.48275862068965514,0.5253837072018891,0.627450980392157,0.5090497737556561,0.3744588744588744,0.5815295815295816,0.46956521739130425,0.3470935130581297,0.46434634974533096,0.7113402061855669,0.4799154334038054,0.6694290976058932,0.6599474145486416,0.47110675808031344,0.47914183551847433,0.5522727272727274,0.5864583333333332,0.4099264705882353,0.45232815964523276,0.6341463414634148,0.4696545284780579,0.43434343434343436,0.4789356984478935,0.8199767711962834,0.7716849451645065,0.45746691871455575,0.6236263736263737,0.5478339350180506,0.417558886509636,0.4654654654654655,0.47645429362880887,0.631578947368421,0.482421875,0.5888888888888889,0.5646630236794172,0.4239350912778904,0.658252427184466,0.6302605210420842,0.3394495412844037,0.35469710272168575,0.5057471264367815,0.5386158475426279,0.4551526717557251,0.5974658869395711,0.5814455231930961,0.7348754448398577,0.4607250755287009,0.4096153846153846,0.4130769230769231,0.47091800981079185,0.4084084084084084,0.6272670419011882,0.5079232693911593,0.45731707317073167,0.805500982318271,0.4796238244514107,0.6406504065040651,0.9092451229855809,0.4357316087308003,0.6448780487804877,0.5039106145251397,0.46997140133460447,0.4022257551669317,0.4284188034188034,0.4920174165457184,0.516213847502191,0.6315151515151515,0.3230897009966778,0.3435804701627486,0.558052434456929,0.38941890719861233,0.5167410714285715,0.6684672518568535,0.5820170109356015,0.5852119026149686,0.6153846153846153,0.7947947947947949,0.66,0.4995977473853581,0.6575456053067992,0.5405092592592593,0.6025791324736226,0.7053571428571428,0.6049792531120334,0.808134394341291,0.5054347826086957,0.7994402985074627,0.5969072164948453,0.4610717896865521
2025-01-19 08:00:00,0.6938986556359876,0.6692913385826772,0.48668280871670705,0.48029556650246297,0.42502951593860694,0.6790505675954595,0.48190045248868774,0.4025974025974026,0.5324675324675324,0.47826086956521735,0.37573715248525696,0.4575551782682512,0.8032646048109964,0.4978858350951374,0.6896869244935544,0.6888694127957932,0.6287952987267384,0.44696066746126345,0.4647727272727273,0.48541666666666666,0.41727941176470584,0.4490022172949001,0.7101313320825516,0.5574229691876751,0.3868686868686869,0.3658536585365853,0.9047619047619048,0.6510468594217348,0.4631379962192816,0.5604395604395604,0.5640794223826715,0.3097787294789436,0.4574574574574575,0.4626038781163435,0.6151315789473684,0.4150390625,0.6087301587301588,0.6602914389799637,0.4655172413793103,0.358252427184466,0.6613226452905812,0.48725790010193687,0.37928007023705,0.47011494252873565,0.4834503510531595,0.5830152671755725,0.5555555555555556,0.4973031283710896,0.6307829181494662,0.42975830815709964,0.45,0.37230769230769234,0.35388927820602667,0.3708708708708709,0.5228267667292057,0.5321100917431193,0.503810975609756,0.8153241650294695,0.48275862068965514,0.5414634146341464,0.8210347752332485,0.41632983023443815,0.7551219512195122,0.5765363128491621,0.5977121067683508,0.49523052464228945,0.4594017094017094,0.5021770682148041,0.6301489921121823,0.48363636363636353,0.5132890365448505,0.35895117540687155,0.5187265917602997,0.42150910667823066,0.4575892857142857,0.6893990546927752,0.6658566221142164,0.4454463480613165,0.5290806754221389,0.7517517517517519,0.7717241379310346,0.5269509251810137,0.716417910447761,0.6087962962962964,0.4806565064478313,0.7348214285714285,0.6556016597510376,0.8045977011494253,0.47826086956521746,0.9141791044776119,0.7618556701030927,0.43174924165824063
2025-01-19 09:00:00,0.7869700103412618,0.7509842519685039,0.463680387409201,0.4655172413793103,0.3778040141676505,0.7502579979360166,0.4411764705882353,0.44372294372294363,0.4588744588744589,0.4509316770186335,0.38416175231676497,0.38879456706281823,0.7560137457044672,0.6109936575052853,0.7366482504604053,0.6012269938650306,0.514201762977473,0.5184743742550656,0.39545454545454545,0.6437499999999999,0.49264705882352944,0.4490022172949001,0.5375234521575986,0.6143790849673203,0.4060606060606061,0.33702882483370283,0.6689895470383276,0.6480558325024925,0.48676748582230617,0.5924908424908425,0.6164259927797834,0.34403997144896503,0.47447447447447455,0.394275161588181,0.469298245614035,0.3798828125,0.584126984126984,0.6657559198542805,0.3133874239350912,0.3990291262135922,0.7014028056112224,0.43017329255861364,0.41439859525899914,0.40919540229885054,0.4523570712136409,0.5496183206106869,0.3918128654970761,0.45091693635382957,0.50355871886121,0.4267371601208459,0.4105769230769231,0.3592307692307693,0.3230553608969867,0.28978978978978986,0.5109443402126329,0.5654712260216848,0.33689024390243894,0.8644400785854617,0.48484848484848486,0.5203252032520325,0.7862595419847327,0.41875505254648343,0.6682926829268294,0.6268156424581006,0.5662535748331744,0.6216216216216217,0.43055555555555564,0.6226415094339622,0.6064855390008764,0.5127272727272727,0.3928571428571429,0.3933092224231464,0.36797752808988765,0.3625325238508239,0.3683035714285714,0.6073598919648887,0.6403402187120292,0.4156898106402165,0.5347091932457786,0.4104104104104105,0.7296551724137931,0.5197103781174578,0.7462686567164178,0.5636574074074074,0.49589683470105517,0.6455357142857142,0.7045643153526973,0.6595932802829355,0.4365942028985507,0.9897388059701491,0.7422680412371133,0.41051567239635994
2025-01-19 10:00:00,0.7900723888314376,0.6190944881889764,0.45520581113801456,0.48768472906403937,0.48288075560802834,0.7554179566563468,0.4751131221719457,0.39069264069264065,0.5137085137085138,0.46335403726708074,0.36310025273799496,0.38879456706281823,0.6649484536082473,0.4873150105708245,0.5939226519337018,0.5127081507449606,0.5886385896180215,0.27056019070321813,0.3261363636363636,0.5031249999999999,0.35477941176470595,0.4035476718403548,0.5572232645403378,0.5555555555555556,0.3666666666666667,0.33370288248337027,0.7433217189314751,0.5603190428713859,0.4943289224952741,0.5146520146520147,0.49187725631768947,0.2912205567451821,0.3473473473473474,0.31855955678670367,0.44846491228070173,0.361328125,0.48888888888888893,0.5063752276867032,0.33468559837728196,0.3941747572815534,0.37274549098196397,0.4006116207951071,0.36611062335381916,0.3804597701149425,0.3640922768304914,0.5162213740458015,0.37621832358674473,0.4584681769147788,0.30071174377224197,0.4244712990936556,0.3961538461538462,0.3392307692307693,0.38332165381920114,0.33108108108108114,0.517198248905566,0.5437864887406171,0.33841463414634143,0.8919449901768172,0.3751306165099269,0.3707317073170732,0.7599660729431721,0.4357316087308003,0.6234146341463414,0.6212290502793296,0.4251668255481411,0.5866454689984103,0.4658119658119659,0.6328011611030478,0.34005258545135847,0.4545454545454545,0.27574750830564787,0.4945750452079565,0.34269662921348315,0.3703382480485689,0.3984375,0.8325455773126268,0.6950182260024301,0.3480613165013526,0.40806754221388375,0.44444444444444453,0.6524137931034483,0.5977473853580048,0.5961857379767828,0.43518518518518523,0.4419695193434936,0.5553571428571429,0.757676348547718,0.5181255526083113,0.36684782608695654,0.4319029850746269,0.5886597938144329,0.3902932254802831
